combination,trial,ari_bio,ari_mc,clustering_score
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,0,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,1,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,2,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,3,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,4,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,5,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,6,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,7,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,8,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,9,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,10,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,11,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,12,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,13,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,14,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,15,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,16,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,17,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,18,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,19,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,20,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,21,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,22,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,23,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,24,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,25,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,26,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,27,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,28,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,29,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,30,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,31,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,32,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,33,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,34,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,35,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,36,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
Breast_invasive_carcinoma-Colon_adenocarcinoma-Asterand-Christiana Healthcare,37,0.9861497119443388,-0.0006934463786399585,0.9868431583229788
