combination,K,silhouette_score
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-Roswell Park,12,0.18345196545124054
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-Roswell Park,13,0.18962779641151428
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-Roswell Park,14,0.19705922901630402
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-Roswell Park,15,0.194229394197464
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-Roswell Park,16,0.20105984807014465
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-Roswell Park,17,0.19492360949516296
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-Roswell Park,18,0.2033376544713974
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-Roswell Park,19,0.214888334274292
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-Roswell Park,20,0.21329547464847565
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-Roswell Park,21,0.22232069075107574
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-Roswell Park,22,0.22337637841701508
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-Roswell Park,23,0.2284751683473587
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-Roswell Park,24,0.24505619704723358
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-Roswell Park,25,0.2388571798801422
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-Roswell Park,26,0.24221737682819366
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-Roswell Park,27,0.2425546497106552
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-Roswell Park,28,0.24703802168369293
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-Roswell Park,29,0.2634604871273041
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-Roswell Park,30,0.25122588872909546
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,2,0.17946042120456696
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,3,0.1429367959499359
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,4,0.11435352265834808
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,5,0.11732102185487747
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,6,0.1274166703224182
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,7,0.13337595760822296
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,8,0.14741389453411102
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,9,0.14279010891914368
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,10,0.15579991042613983
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,11,0.1738569438457489
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,12,0.1762261688709259
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,13,0.18212929368019104
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,14,0.19107471406459808
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,15,0.1902943104505539
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,16,0.19934341311454773
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,17,0.19440403580665588
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,18,0.19312430918216705
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,19,0.2122090607881546
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,20,0.21594443917274475
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,21,0.2203727513551712
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,22,0.22954843938350677
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,23,0.22569692134857178
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,24,0.224679633975029
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,25,0.23514311015605927
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,26,0.2274281233549118
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,27,0.23972319066524506
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,28,0.24312269687652588
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,29,0.2506367564201355
Breast_invasive_carcinoma-Colon_adenocarcinoma-Christiana Healthcare-University of Pittsburgh,30,0.25928840041160583
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,2,0.17798137664794922
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,3,0.17353083193302155
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,4,0.15563856065273285
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,5,0.15442495048046112
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,6,0.1693665087223053
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,7,0.16004981100559235
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,8,0.17726460099220276
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,9,0.1810356080532074
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,10,0.18310631811618805
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,11,0.17826838791370392
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,12,0.1949756145477295
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,13,0.1916334331035614
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,14,0.1952551156282425
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,15,0.20177660882472992
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,16,0.20232520997524261
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,17,0.2037651091814041
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,18,0.19888010621070862
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,19,0.2227277159690857
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,20,0.2244831919670105
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,21,0.21266651153564453
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,22,0.22822389006614685
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,23,0.23216499388217926
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,24,0.25527822971343994
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,25,0.24826490879058838
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,26,0.2569437325000763
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,27,0.24963794648647308
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,28,0.2573491930961609
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,29,0.2640860378742218
Breast_invasive_carcinoma-Colon_adenocarcinoma-Roswell Park-University of Pittsburgh,30,0.25788208842277527
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,2,0.1425042748451233
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,3,0.14395007491111755
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,4,0.13778942823410034
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,5,0.14052075147628784
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,6,0.1430349051952362
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,7,0.1498434990644455
